Legger NVDB api til søkestien
telling      V4         301 Kantklippareal                                               langs-g/s 	      56 stk      26608 m      58252 m2 
telling      V2         301 Kantklippareal                                               langs-g/s 	      56 stk      26608 m      58252 m2 
differanse   V2 og V4   301 Kantklippareal                                               langs-g/s 	       0 stk          0 m          0 m2 
telling      V4         301 Kantklippareal                                               langs-E+R 	     488 stk     242257 m     909180 m2 
telling      V2         301 Kantklippareal                                               langs-E+R 	     488 stk     242257 m     909180 m2 
differanse   V2 og V4   301 Kantklippareal                                               langs-E+R 	       0 stk          0 m          0 m2 
telling      V4         301 Kantklippareal                                               langs-EV39 	     544 stk     268865 m     967432 m2 
telling      V3         301 Kantklippareal                                               langs-EV39 	     544 stk     268865 m     967432 m2 
differanse   V3 og V4   301 Kantklippareal                                               langs-EV39 	       0 stk          0 m          0 m2 
Debug kantklippareal ######################################################################################
Objekt Id;Vegkategori;Fase;vegnummer;trafikantgruppe;Kantklipp, anbefalt intervall;kantklippfaktor;orginal_areal;Areal;Klippebredde, faktisk;Lengde vegnett;Filteringshjelp
962161589;E;V;39;K;1 g. pr år;1;nan;8448.84;6.0;1408.14;1
1008517198;E;V;39;K;1 g. pr år;1;nan;4025.7000000000003;6.0;670.95;1
962161588;E;V;39;K;nan;1;nan;4013.82;6.0;668.97;1
962161587;E;V;39;K;nan;1;nan;3455.7000000000003;6.0;575.95;1
962161586;E;V;39;K;nan;1;nan;3413.7000000000003;6.0;568.95;1
962161585;E;V;39;K;nan;1;nan;15209.880000000001;6.0;2534.98;1
962161584;E;V;39;K;nan;1;nan;15197.880000000001;6.0;2532.98;1
779729745;E;V;39;K;nan;1;nan;1242.0;6.0;207.0;1
962161583;E;V;39;K;nan;1;nan;1236.0;6.0;206.0;1
779729745;E;V;39;K;nan;1;nan;2812.5;6.0;468.75;0
962161583;E;V;39;K;nan;1;nan;5368.14;6.0;894.69;0
779729747;E;V;39;K;nan;1;nan;5045.6;5.0;1009.12;1
779729746;E;V;39;K;nan;1;nan;1749.5099999999998;3.0;583.17;1
434455994;E;V;39;K;1 g. pr år;1;nan;283.44;6.0;47.24;1
434455992;E;V;39;K;1 g. pr år;1;nan;271.38;6.0;45.23;1
779729749;E;V;39;K;nan;1;nan;936.3000000000001;3.0;312.1;1
1008517199;E;V;39;K;1 g. pr år;1;nan;1230.18;6.0;205.03;1
779729748;E;V;39;K;1 g. pr år;1;nan;624.36;6.0;104.06;1
779729750;E;V;39;K;nan;1;nan;1454.76;3.0;484.92;1
779729751;E;V;39;K;nan;1;nan;1454.76;3.0;484.92;1
779729752;E;V;39;K;nan;1;nan;858.1800000000001;3.0;286.06;1
779729753;E;V;39;K;nan;1;nan;858.1800000000001;3.0;286.06;1
434455971;E;V;39;K;nan;1;nan;2142.48;6.0;357.08;1
434455973;E;V;39;K;nan;1;nan;2142.48;6.0;357.08;1
779729754;E;V;39;K;nan;1;nan;1167.27;3.0;389.09;1
779729755;E;V;39;K;1 g. pr år;1;nan;1170.27;3.0;390.09;1
779726782;E;V;39;K;2 g. pr år;2;nan;105.29;1.0;105.29;1
1008517200;E;V;39;K;2 g. pr år;2;nan;156.89;1.0;156.89;1
1008517201;E;V;39;K;2 g. pr år;2;nan;53.87;1.0;53.87;1
1008517200;E;V;39;K;2 g. pr år;2;nan;42.54;1.0;42.54;0
1008517201;E;V;39;K;2 g. pr år;2;nan;206.11;1.0;206.11;0
779726783;E;V;39;K;nan;1;nan;149.49;1.0;149.49;1
962161582;E;V;39;K;nan;1;nan;241.84;2.0;120.92;1
962161581;E;V;39;K;2 g. pr år;2;nan;670.3;1.0;670.3;1
962161580;E;V;39;K;2 g. pr år;2;nan;714.83;1.0;714.83;1
779729759;E;V;39;K;nan;1;nan;4425.9;3.0;1475.3;1
779729756;E;V;39;K;nan;1;nan;1104.33;3.0;368.11;1
779729757;E;V;39;K;nan;1;nan;476.76;3.0;158.92;1
779726784;E;V;39;K;nan;1;nan;696.5999999999999;3.0;232.2;1
779729758;E;V;39;K;nan;1;nan;625.6800000000001;3.0;208.56;1
779726786;E;V;39;K;nan;1;nan;1693.08;3.0;564.36;1
779726785;E;V;39;K;nan;1;nan;181.7;1.0;181.7;1
962161579;E;V;39;K;nan;1;nan;573.0;3.0;191.0;1
779729760;E;V;39;K;nan;1;nan;579.0;3.0;193.0;1
779729762;E;V;39;K;nan;1;nan;3550.5;3.0;1183.5;1
779729761;E;V;39;K;nan;1;nan;2434.95;3.0;811.65;1
1008517204;E;V;39;K;2 g. pr år;2;nan;543.1800000000001;3.0;181.06;1
779729763;E;V;39;K;nan;1;nan;233.01;1.0;233.01;1
779729764;E;V;39;K;nan;1;nan;1788.06;3.0;596.02;1
779729765;E;V;39;K;nan;1;nan;975.0;3.0;325.0;1
779729766;E;V;39;K;nan;1;nan;192.0;1.0;192.0;1
779729767;E;V;39;K;nan;1;nan;576.0;3.0;192.0;1
779729768;E;V;39;K;nan;1;nan;261.0;1.0;261.0;1
962161578;E;V;39;K;nan;1;nan;263.0;1.0;263.0;1
779729769;E;V;39;K;2 g. pr år;2;nan;1739.1000000000001;6.0;289.85;1
779729770;E;V;39;K;nan;1;nan;804.0;3.0;268.0;1
779729771;E;V;39;K;nan;1;nan;606.0;3.0;202.0;1
779729774;E;V;39;K;nan;1;nan;2688.0;3.0;896.0;1
779726787;E;V;39;K;nan;1;nan;179.0;1.0;179.0;1
779729772;E;V;39;K;nan;1;nan;627.0;3.0;209.0;1
962161577;E;V;39;K;nan;1;nan;114.0;3.0;38.0;1
779726788;E;V;39;K;nan;1;nan;138.0;1.0;138.0;1
779729773;E;V;39;K;nan;1;nan;347.94;3.0;115.98;1
962161576;E;V;39;K;nan;1;nan;165.19;1.0;165.19;1
779726789;E;V;39;K;nan;1;nan;76.07;1.0;76.07;1
962161575;E;V;39;K;nan;1;nan;211.11;1.0;211.11;1
779726791;E;V;39;K;2 g. pr år;2;nan;1414.29;3.0;471.43;1
779729775;E;V;39;K;nan;1;nan;605.8199999999999;3.0;201.94;1
779726790;E;V;39;K;nan;1;nan;100.97;1.0;100.97;1
779729776;E;V;39;K;nan;1;nan;895.0;5.0;179.0;1
779729777;E;V;39;K;nan;1;nan;1170.0;3.0;390.0;1
962161574;E;V;39;K;nan;1;nan;1545.0;5.0;309.0;1
779726792;E;V;39;K;nan;1;nan;593.7;3.0;197.9;1
779729779;E;V;39;K;nan;1;nan;610.47;3.0;203.49;1
779729778;E;V;39;K;nan;1;nan;134.64000000000001;3.0;44.88;1
962161573;E;V;39;K;nan;1;nan;92.76;1.0;92.76;1
962161572;E;V;39;K;nan;1;nan;949.53;3.0;316.51;1
962161571;E;V;39;K;nan;1;nan;580.98;3.0;193.66;1
779729780;E;V;39;K;nan;1;nan;182.82;3.0;60.94;1
779726794;E;V;39;K;nan;1;nan;528.04;1.0;528.04;1
779726793;E;V;39;K;2 g. pr år;2;nan;364.52;1.0;364.52;1
779729781;E;V;39;K;nan;1;nan;717.03;3.0;239.01;1
962161569;E;V;39;K;nan;1;nan;744.09;3.0;248.03;1
962161570;E;V;39;K;nan;1;nan;417.39;3.0;139.13;1
779726796;E;V;39;K;2 g. pr år;2;nan;1353.72;3.0;451.24;1
779726795;E;V;39;K;nan;1;nan;403.55;1.0;403.55;1
779729783;E;V;39;K;nan;1;nan;6632.099999999999;3.0;2210.7;1
779726797;E;V;39;K;nan;1;nan;670.52;1.0;670.52;1
779726798;E;V;39;K;nan;1;nan;384.08;1.0;384.08;1
779729782;E;V;39;K;nan;1;nan;1146.93;3.0;382.31;1
779726799;E;V;39;K;nan;1;nan;2648.43;3.0;882.81;1
779729785;E;V;39;K;nan;1;nan;6573.93;3.0;2191.31;1
779729784;E;V;39;K;nan;1;nan;1868.3999999999999;3.0;622.8;1
779726800;E;V;39;K;nan;1;nan;55.0;1.0;55.0;1
961597157;E;V;39;K;nan;1;nan;168.0;3.0;56.0;1
779729786;E;V;39;K;nan;1;nan;3910.68;3.0;1303.56;1
779729785;E;V;39;K;nan;1;nan;746.1899999999999;3.0;248.73;0
779729786;E;V;39;K;nan;1;nan;1028.19;3.0;342.73;0
779726801;E;V;39;K;nan;1;nan;218.0;1.0;218.0;1
779726802;E;V;39;K;nan;1;nan;939.0;3.0;313.0;1
962161607;E;V;39;K;nan;1;nan;918.0;3.0;306.0;1
779729787;E;V;39;K;nan;1;nan;348.0;3.0;116.0;1
962161567;E;V;39;K;nan;1;nan;888.0;3.0;296.0;1
962161568;E;V;39;K;2 g. pr år;2;nan;302.4;3.0;100.8;1
779729788;E;V;39;K;2 g. pr år;2;nan;593.37;3.0;197.79;1
779726803;E;V;39;K;nan;1;nan;197.05;1.0;197.05;1
962161566;E;V;39;K;nan;1;nan;48.0;1.0;48.0;1
962161565;E;V;39;K;nan;1;nan;1578.3000000000002;3.0;526.1;1
1008517207;E;V;39;K;2 g. pr år;2;nan;615.9000000000001;6.0;102.65;1
779726804;E;V;39;K;2 g. pr år;2;nan;6382.5599999999995;6.0;1063.76;1
779729789;E;V;39;K;nan;1;nan;1515.72;3.0;505.24;1
779729792;E;V;39;K;nan;1;nan;2942.04;3.0;980.68;1
779726805;E;V;39;K;nan;1;nan;327.57;1.0;327.57;1
779729791;E;V;39;K;nan;1;nan;1068.0;3.0;356.0;1
779726806;E;V;39;K;nan;1;nan;687.0;3.0;229.0;1
779729793;E;V;39;K;nan;1;nan;3030.0;3.0;1010.0;1
779729794;E;V;39;K;nan;1;nan;2475.0;3.0;825.0;1
917984400;E;V;39;K;nan;1;nan;1047.57;3.0;349.19;1
917984399;E;V;39;K;1 g. pr år;1;471.0;471.0;nan;42.68;1
Slutt Debug kantklippareal ######################################################################################
Anbefalt klippeareal for strekningen når vi kun tar med dem som har egenskapverdi "Areal" 15786.0
Anbefalt klippeareal for strekningen når vi kun tar med dem som har egenskapverdi "Kantklipp, anbefalt intervall" 880804.22
telling      V4         301 Kantklippareal, årlig anbefalt areal                         langs-E+R 	       - stk          - m    1135323 m2 
telling      V2         301 Kantklippareal, årlig anbefalt areal                         langs-E+R 	       - stk          - m     909180 m2 
differanse   V2 og V4   301 Kantklippareal, årlig anbefalt areal                         langs-E+R 	       - stk          - m     226143 m2 AVVIK:   STORE arealavvik
Anbefalt klippeareal for strekningen når vi kun tar med dem som har egenskapverdi "Areal" 15786.0
Anbefalt klippeareal for strekningen når vi kun tar med dem som har egenskapverdi "Kantklipp, anbefalt intervall" 980450.5475000001
telling      V4         301 Kantklippareal, årlig anbefalt areal                         langs-EV39 	       - stk          - m    1228937 m2 
telling      V3         301 Kantklippareal, årlig anbefalt areal                         langs-EV39 	       - stk          - m     967432 m2 
differanse   V3 og V4   301 Kantklippareal, årlig anbefalt areal                         langs-EV39 	       - stk          - m     261504 m2 AVVIK:   STORE arealavvik
